Source Account,Text,Date,Compound,Positive,Neutral,Negative,Tweets Ago
CNN,A half-hearted cheer for Jeff Flake | By Noah Berlatsky via @CNNOpinion https://t.co/3kHtzmYg4O https://t.co/YGFg5fMJm1,Sat Sep 29 04:46:06 +0000 2018,0.5106,0.231,0.769,0.0,67
CNN,"""What is... yes?"" A ""Jeopardy!"" contestant surprised his girlfriend with a marriage proposal https://t.co/tey6M6LEfv https://t.co/qTnnGcWILe",Sat Sep 29 04:31:00 +0000 2018,0.2942,0.154,0.846,0.0,68
CNN,"Two young children died in separate incidents after being left alone in hot cars Friday in Florida, police said… https://t.co/6aeNr8t73L",Sat Sep 29 04:16:02 +0000 2018,-0.6808,0.0,0.763,0.237,69
CNN,"LeBron James' HBO documentary ""Student Athlete"" indicts the NCAA | By CNN's Brian Lowry 
 https://t.co/VDeFOmjHcf https://t.co/MDLnHlRiKD",Sat Sep 29 03:46:05 +0000 2018,0.0,0.0,1.0,0.0,70
CNN,Jeff Flake's moment: How a reliable conservative cast Brett Kavanaugh's Supreme Court confirmation into doubt… https://t.co/RYoI1Yd4i8,Sat Sep 29 03:31:05 +0000 2018,0.5574,0.205,0.795,0.0,71
CNN,"This part of the brain holds the key to Ford's memory | By Robert M. Sapolsky, a professor of biology, neurology an… https://t.co/NOTPOuOOua",Sat Sep 29 03:16:06 +0000 2018,0.0,0.0,1.0,0.0,72
CNN,"RT @CNNTonight: Samantha Guerry says her longtime friend, Christine Blasey Ford says ""there's [political] agendas on both sides. The one pe…",Sat Sep 29 03:05:07 +0000 2018,0.4939,0.138,0.862,0.0,73
CNN,Israeli Prime Minister Benjamin Netanyahu would not commit to a two-state solution to Israel's ongoing conflict wit… https://t.co/GIHnLu5tfK,Sat Sep 29 03:01:09 +0000 2018,-0.2235,0.112,0.683,0.204,74
CNN,An American flag shown on a livestream as it was shredded by the fury of Hurricane Florence is being auctioned to h… https://t.co/EE4Y8denkj,Sat Sep 29 02:56:17 +0000 2018,-0.5719,0.0,0.85,0.15,75
CNN,"RT @CuomoPrimeTime: .@chriscuomo on a surprising end to a turbulent week: 

If senators could make something happen on an issue so ugly and…",Sat Sep 29 02:53:08 +0000 2018,-0.4838,0.083,0.75,0.167,76
CNN,"RT @CNNTonight: Samantha Guerry, a longtime friend of Christine Blasey Ford tells CNN's @DonLemon that the order for the FBI to investigate…",Sat Sep 29 02:52:50 +0000 2018,0.4939,0.138,0.862,0.0,77
CNN,"Washington's wild, unresolved week https://t.co/f79x6WHY6u https://t.co/W16MFofw5O",Sat Sep 29 02:46:07 +0000 2018,0.0,0.0,1.0,0.0,78
CNN,Residents in a community north of St. Louis got some news this week they've longed wanted to hear. Radioactive mate… https://t.co/qCT8VjWfF0,Sat Sep 29 02:31:02 +0000 2018,0.0,0.0,1.0,0.0,79
CNN,"""Millions of Americans could follow live something that looked like a search for truth, but only on the surface. ..… https://t.co/81quaeom0L",Sat Sep 29 02:16:07 +0000 2018,0.34,0.159,0.841,0.0,80
CNN,"RT @OutFrontCNN: Deborah Ford Peters, Christine Blasey Ford's sister-in-law on Kavanaugh: ""I felt like he was extremely defensive even to t…",Sat Sep 29 02:14:20 +0000 2018,0.4391,0.17,0.83,0.0,81
CNN,"A federal judge in Washington, DC, ruled that a lawsuit brought by more than 200 Democrats in Congress against Pres… https://t.co/R7e0jYZGYY",Sat Sep 29 02:01:09 +0000 2018,-0.2263,0.0,0.905,0.095,82
CNN,Meet DJ Switch: A 10-year-old girl from Ghana who wants to be a gynecologist when she grows up. Erica Armah Bra-Bul… https://t.co/YKb5O9WgfJ,Sat Sep 29 02:01:00 +0000 2018,0.0,0.0,1.0,0.0,83
CNN,RT @CuomoPrimeTime: Democrat @ChrisCoons describes the dramatic private conversation he had with Sen. Flake leading to an agreement for an…,Sat Sep 29 01:59:49 +0000 2018,0.4939,0.144,0.856,0.0,84
CNN,"RT @CuomoPrimeTime: Former Yale classmate of Brett Kavanaugh, Liz Swisher, describes him as “one of the beer drinking boys,” saying she nev…",Sat Sep 29 01:59:30 +0000 2018,0.0,0.0,1.0,0.0,85
CNN,"Ted Turner is battling Lewy body dementia, the CNN founder revealed in an interview that will air over the weekend… https://t.co/8im8iY4DQf",Sat Sep 29 01:53:03 +0000 2018,-0.2732,0.0,0.905,0.095,86
CNN,The last abortion clinic in Kentucky can stay open after a federal judge threw out a state law on licensing agreeme… https://t.co/O66Qb5GYLf,Sat Sep 29 01:49:50 +0000 2018,0.0,0.0,1.0,0.0,87
CNN,"At least one person died and 10 were injured, according to Indonesia's Disaster Management Agency, after a series o… https://t.co/JcvcWBAGNM",Sat Sep 29 01:45:46 +0000 2018,-0.886,0.0,0.606,0.394,88
CNN,"He was the only one in his family to survive the Holocaust, and he's pushing Oregon state legislators to mandate th… https://t.co/m8GZOV5qml",Sat Sep 29 01:41:05 +0000 2018,0.0,0.0,1.0,0.0,89
CNN,300 glowing drones illuminate the night sky in this choreographed spectacle https://t.co/B2RhWXTnHV https://t.co/z279VXXjjS,Sat Sep 29 01:36:00 +0000 2018,0.0,0.0,1.0,0.0,90
CNN,McDonald's is removing artificial additives from its burgers https://t.co/XiawloGSkD https://t.co/WPCdJlq4pS,Sat Sep 29 01:31:06 +0000 2018,0.0,0.0,1.0,0.0,91
CNN,SiriusXM is buying Pandora in a $3.5 billion all-stock deal. The deal will create the world's largest audio enterta… https://t.co/ttyGjlJI28,Sat Sep 29 01:26:00 +0000 2018,0.2732,0.104,0.896,0.0,92
CNN,Democrats seize on circumstantial July 1 theory for Kavanaugh and Ford | Analysis by CNN's Z. Byron Wolf… https://t.co/20chDzhvrO,Sat Sep 29 01:21:03 +0000 2018,0.0,0.0,1.0,0.0,93
CNN,"Marty Balin, singer and co-founder of the '60s psychedelic rock band Jefferson Airplane, has died at age 76, his pu… https://t.co/MntdXj1Rjr",Sat Sep 29 01:20:05 +0000 2018,-0.5574,0.0,0.847,0.153,94
CNN,"""I am sick of all the chaos and the nastiness of our politics. It's exhausting, and frankly, it's depressing."" Form… https://t.co/iJotSt3dbH",Sat Sep 29 01:16:27 +0000 2018,-0.891,0.0,0.594,0.406,95
CNN,"RT @AC360: Democrat @SenBlumenthal describes an almost ""sigh of relief"" that followed Sen. Flake's compromise, which he said may have avoid…",Sat Sep 29 01:13:19 +0000 2018,0.3906,0.123,0.825,0.052,96
CNN,A study of 10th graders in southern California found that 61.7% of those who had used cannabis had tried at least t… https://t.co/ojo5q6NF5D,Sat Sep 29 01:10:08 +0000 2018,0.0,0.0,1.0,0.0,97
CNN,"Ana Maria Archila, one of two women who confronted Sen. Jeff Flake in an elevator, says she felt she had a message… https://t.co/clYvGZVMjK",Sat Sep 29 01:07:40 +0000 2018,-0.2023,0.0,0.921,0.079,98
CNN,Scottish brewery BrewDog has canceled a series of planned events with US brewery Scofflaw over a Trump-related prom… https://t.co/2H0XFdW75m,Sat Sep 29 01:01:02 +0000 2018,0.0,0.0,1.0,0.0,99
CNN,RT @AC360: Democratic @SenGillibrand tells @andersoncooper it was a “day of hope” for many women and proof the “power of the #MeToo moment”…,Sat Sep 29 00:57:49 +0000 2018,0.0,0.0,1.0,0.0,100
Fox News,FBI contacts 2nd Kavanaugh accuser; Trump says extra scrutiny may be 'blessing in disguise' https://t.co/fhFraiQleR,Sat Sep 29 22:07:00 +0000 2018,0.296,0.176,0.714,0.11,1
Fox News,"JUST IN: Elon Musk to step down as chairman of @Tesla, pay $20M in penalties in SEC settlement. https://t.co/oBC45qnEAB",Sat Sep 29 22:05:53 +0000 2018,-0.1027,0.0,0.928,0.072,2
Fox News,SUNDAY: Fox News goes inside the Kavanaugh nomination and next steps. Tune in for live coverage starting at 9p ET. https://t.co/K7ydliMVic,Sat Sep 29 22:05:00 +0000 2018,0.0,0.0,1.0,0.0,3
Fox News,SUNDAY: Don't miss @PressSec's exclusive interview on @FoxNewsSunday. Check your local listings and tune in at 2p a… https://t.co/WEQfex0AEE,Sat Sep 29 21:59:00 +0000 2018,0.0191,0.073,0.858,0.069,4
Fox News,"Season 7 of 'Last Man Standing' debuts on new network, Fox, to big Friday-night ratings. https://t.co/VIkrurfqVs",Sat Sep 29 21:52:43 +0000 2018,0.0,0.0,1.0,0.0,5
Fox News,".@POTUS: ""I would like to find out as part of [the FBI investigation] who leaked the papers."" https://t.co/fDY5XEezMK",Sat Sep 29 21:40:00 +0000 2018,0.0516,0.12,0.769,0.111,6
Fox News,".@POTUS on FBI investigation into Judge Kavanaugh: ""Having them do a thorough investigation, I actually think will… https://t.co/l9N96G72yC",Sat Sep 29 21:35:00 +0000 2018,0.0,0.0,1.0,0.0,7
Fox News,".@POTUS on Kavanaugh: ""He's a good man. He's a great judge."" https://t.co/qjDPyRwY8V",Sat Sep 29 21:29:56 +0000 2018,0.7906,0.467,0.533,0.0,8
Fox News,".@POTUS on FBI investigation into Judge Kavanaugh: ""They have free rein. They're going to do whatever they have to… https://t.co/7MMrhrYxXB",Sat Sep 29 21:24:58 +0000 2018,0.5106,0.148,0.852,0.0,9
Fox News,.@POTUS departs Andrews Air Force Base en route to a rally in West Virginia. Tune in to Fox News Channel for LIVE c… https://t.co/FsoyIf4wqJ,Sat Sep 29 21:16:22 +0000 2018,0.0,0.0,1.0,0.0,10
Fox News,.@SteveHiltonx: Kavanaugh hearing shows divisive Democrats must be defeated before they destroy America. (via… https://t.co/dQzAyuDwhp,Sat Sep 29 21:06:02 +0000 2018,-0.765,0.0,0.663,0.337,11
Fox News,"The 7.5 magnitude earthquake in Indonesia triggered a massive tsunami, leaving at least 300 dead.… https://t.co/mn4rkG4MBB",Sat Sep 29 20:55:44 +0000 2018,0.0,0.0,1.0,0.0,12
Fox News,"NYC airport workers to earn nation's highest minimum wage.
https://t.co/og3aG0vfp0",Sat Sep 29 20:50:42 +0000 2018,0.0,0.0,1.0,0.0,13
Fox News,"Lindsay Lohan gets punched in the face after accusing refugee parents of trafficking, trying to take the kids. https://t.co/NnLJMQhAAL",Sat Sep 29 20:43:46 +0000 2018,-0.1779,0.0,0.914,0.086,14
Fox News,Dog in Virginia possibly 'clawed' its way out of plastic bag prior to rescue. https://t.co/gvv7K7w1K0,Sat Sep 29 20:27:13 +0000 2018,0.5106,0.191,0.809,0.0,15
Fox News,"New details: Boy, 13, attacked by shark in San Diego County during diving trip, suffers serious injuries. https://t.co/HW7WjVPreE",Sat Sep 29 20:16:08 +0000 2018,-0.7269,0.057,0.617,0.326,16
Fox News,Sen. @JeffFlake defends call for Kavanaugh delay: 'We're coming apart at the seams' https://t.co/2mhgYVqgwO,Sat Sep 29 20:00:41 +0000 2018,-0.3182,0.0,0.85,0.15,17
Fox News,Two police officers killed after shootout in Mississippi. https://t.co/rHXSCtvOQA,Sat Sep 29 19:52:00 +0000 2018,-0.6705,0.0,0.64,0.36,18
Fox News,"BREAKING: FBI contacts second Kavanaugh accuser, Deborah Ramirez, as part of newly authorized investigation. https://t.co/l52xQrtZyJ",Sat Sep 29 19:45:20 +0000 2018,0.0,0.0,1.0,0.0,19
Fox News,".@VP Mike Pence takes the stage with his son, @USMC 1st Lt. Michael Pence (left), who was among seven aviators earn… https://t.co/SAsar44Tgy",Sat Sep 29 19:37:57 +0000 2018,0.0,0.0,1.0,0.0,20
Fox News,Florida woman arrested in hot-car death of 1-year-old daughter. https://t.co/Frl2V2NtRx,Sat Sep 29 19:22:40 +0000 2018,-0.7906,0.0,0.533,0.467,21
Fox News,.@JohnFund: Kavanaugh debate is exactly why our founders thought early voting was a bad idea. (via @FoxNewsOpinion) https://t.co/pcmEty1SXe,Sat Sep 29 19:09:22 +0000 2018,-0.5423,0.0,0.821,0.179,22
Fox News,North Korea agrees to dismantle nuclear site if U.S. reduces ground forces in South Korea. https://t.co/wh2tz8WlrY https://t.co/cpHr75SfxS,Sat Sep 29 18:54:21 +0000 2018,0.2023,0.101,0.899,0.0,23
Fox News,"SUNDAY: Don't miss Kentucky Gov. @MattBevin on ""Life, Liberty and Levin"" hosted by @marklevinshow. Tune in at 11p E… https://t.co/s3iuLjWduD",Sat Sep 29 18:42:00 +0000 2018,0.5919,0.212,0.788,0.0,24
Fox News,"Sarah Palin's eldest son, Track, arrested on domestic violence charges, police say. https://t.co/cK8MSHsAoh",Sat Sep 29 18:40:00 +0000 2018,-0.8519,0.0,0.518,0.482,25
Fox News,Facebook announced nearly 50 million accounts were exposed during a major security breach. @Jeff_Journalist reports… https://t.co/FQtuYGxQ1P,Sat Sep 29 18:30:59 +0000 2018,0.2732,0.144,0.778,0.078,26
Fox News,"Boy, 13, attacked by shark in San Diego County during diving trip, suffers serious injuries. https://t.co/HW7WjVPreE",Sat Sep 29 18:20:00 +0000 2018,-0.7269,0.063,0.58,0.357,27
Fox News,"TONIGHT: @POTUS holds a rally in Wheeling, West Virginia at 7p ET. Tune in to Fox News Channel for LIVE coverage. https://t.co/FBWGoxLf2Y",Sat Sep 29 18:14:00 +0000 2018,0.0,0.0,1.0,0.0,28
Fox News,North Korean foreign minister says country will never disarm nuclear weapons without trust in US https://t.co/qfB66jzgL3,Sat Sep 29 18:07:00 +0000 2018,-0.0762,0.126,0.733,0.141,29
Fox News,Kanye West announces his new name is 'Ye' ahead of 'SNL' appearance https://t.co/cQJMFSHF4e,Sat Sep 29 18:00:00 +0000 2018,0.0,0.0,1.0,0.0,30
Fox News,Joanna Gaines and Jenna Bush Hager attend Reese Witherspoon's book launch in Texas https://t.co/VHNMtBFdGD,Sat Sep 29 17:55:00 +0000 2018,0.0,0.0,1.0,0.0,31
Fox News,"This Texas man and his ""backup dancers"" were never out of step with each other. https://t.co/ltcHo8yDWn",Sat Sep 29 17:50:00 +0000 2018,0.0,0.0,1.0,0.0,32
Fox News,"REFRESHING: Thunder, a dog in Illinois, has upgraded from a water bowl. This clever pooch gets water straight from… https://t.co/yassu7iQ3h",Sat Sep 29 17:40:00 +0000 2018,0.6597,0.252,0.748,0.0,33
Fox News,Cassidy: FBI Should Investigate Dems' Efforts to Delay Kavanaugh Confirmation https://t.co/uGQtDmZ7QV,Sat Sep 29 17:36:52 +0000 2018,-0.3182,0.0,0.813,0.187,34
Fox News,LOOK: Pelosi Calls Republicans 'Despicable' in Misleading Fundraising Email https://t.co/jkYCNrIvvN,Sat Sep 29 17:35:00 +0000 2018,-0.4019,0.0,0.769,0.231,35
Fox News,SEAL SLAP: A kayaker in New Zealand had a surprise visitor — who smacked him with an octopus. https://t.co/Wj71D7kK8u,Sat Sep 29 17:30:00 +0000 2018,0.5319,0.24,0.76,0.0,36
Fox News,Canadian woman’s text to the wrong number brings a kind stranger to family wake https://t.co/ImY62q3sV8,Sat Sep 29 17:23:00 +0000 2018,0.1531,0.25,0.585,0.165,37
Fox News,".@MichelleObama: “I am tired of the daily chaos, the pettiness, the meanness that too often dominates the political… https://t.co/5cx4k96pnU",Sat Sep 29 17:15:00 +0000 2018,-0.7506,0.05,0.672,0.277,38
Fox News,'Last Man Standing' star Tim Allen says it's 'nobody's business' what he thinks about politics https://t.co/PYtsqdgVqJ,Sat Sep 29 17:05:00 +0000 2018,0.0,0.0,1.0,0.0,39
Fox News,Soldier Returning from Afghanistan Surprises 5-Year-Old Daughter https://t.co/jlJ5J5F0J5,Sat Sep 29 16:58:36 +0000 2018,0.2263,0.213,0.787,0.0,40
Fox News,The U.S. Navy Blue Angels perform a dynamic aerial maneuver during the 2018 Marine Corps Air Station Miramar Air Sh… https://t.co/0odXp96Nij,Sat Sep 29 16:51:00 +0000 2018,0.3818,0.12,0.88,0.0,41
Fox News,"Paralyzed patients take first steps after implant, intense rehab https://t.co/yzYR8uZuqx",Sat Sep 29 16:44:54 +0000 2018,0.0772,0.126,0.874,0.0,42
Fox News,RT @FoxBusiness: World's first flying car about to go on sale  https://t.co/SgxFQnF9g8,Sat Sep 29 16:40:32 +0000 2018,0.0,0.0,1.0,0.0,43
Fox News,RT @FoxBusiness: Americans' optimism on economy near two-decade high  https://t.co/csUQIam7xq,Sat Sep 29 16:40:11 +0000 2018,0.5423,0.28,0.72,0.0,44
Fox News,RT @FoxBusiness: Boeing wins $2.4 billion Air Force contract for new Huey helicopter https://t.co/d0edWlGE2k,Sat Sep 29 16:39:48 +0000 2018,0.5719,0.222,0.778,0.0,45
Fox News,"Critical moments for our country need real, smart coverage. That’s why for the Kavanaugh hearings, more Americans t… https://t.co/WCUfEvNPzO",Sat Sep 29 16:22:51 +0000 2018,0.1027,0.123,0.773,0.105,46
Fox News,'Jeff Flake Has No Spine': Bongino Says Lawmaker 'Sold Out the GOP' With Call for Kavanaugh Probe https://t.co/kqu0nB29BS,Sat Sep 29 16:13:12 +0000 2018,-0.296,0.0,0.885,0.115,47
Fox News,"Steve Pomerantz: “The FBI never reaches a conclusion, but hopefully they provide enough information within their re… https://t.co/VYdcCKVW9j",Sat Sep 29 16:09:54 +0000 2018,0.5386,0.181,0.764,0.055,48
Fox News,"'It Was Heartbreaking': Friend of Kavanaugh Reacts to Hearings, FBI Probe https://t.co/tkfpfIpSav",Sat Sep 29 16:00:20 +0000 2018,0.4939,0.225,0.775,0.0,49
Fox News,SUNDAY: Don't miss @PressSec's exclusive interview on @FoxNewsSunday. Check your local listings and tune in at 2p a… https://t.co/bZxOvLEosK,Sat Sep 29 15:54:35 +0000 2018,0.0191,0.073,0.858,0.069,50
Fox News,Michael Moore slams ex-wife's lawsuit as a 'smear campaign' https://t.co/Uq9cyfzNAj,Sat Sep 29 15:53:09 +0000 2018,-0.5267,0.0,0.614,0.386,51
Fox News,Maryland authorities say they'll investigate Kavanaugh -- if a victim files a complaint https://t.co/MOUtqsYuNL,Sat Sep 29 15:45:50 +0000 2018,-0.5106,0.0,0.699,0.301,52
Fox News,Amal Clooney fights to have imprisoned journalists pardoned at UN conference https://t.co/BsLmzLYxz7,Sat Sep 29 15:24:32 +0000 2018,-0.5859,0.114,0.542,0.343,53
Fox News,Joshua Rogers: I tried to help two hostages escape terrorists. Here's what happened https://t.co/lqmv8F0li1,Sat Sep 29 15:21:35 +0000 2018,-0.1779,0.238,0.541,0.222,54
Fox News,"Peter Navarro: “NAFTA was a tremendous, tremendous harm to this country.” https://t.co/HA7OpayWcz",Sat Sep 29 15:09:43 +0000 2018,-0.5423,0.0,0.741,0.259,55
Fox News,Peter Navarro: “Most of the big issues are solved with Canada. It’s a great deal for all three countries in that it… https://t.co/JN060VIVzo,Sat Sep 29 15:01:25 +0000 2018,0.7351,0.237,0.763,0.0,56
Fox News,"Peter Navarro: “At the end of the day, this president is not going to take a deal that’s not good for this county.” https://t.co/R48KVRd34T",Sat Sep 29 14:50:25 +0000 2018,-0.3412,0.0,0.901,0.099,57
Fox News,.@repcleaver: “What we saw yesterday was an undignified dogfight parading as a hearing.” https://t.co/AT6o6lClnR,Sat Sep 29 14:42:58 +0000 2018,0.0,0.0,1.0,0.0,58
Fox News,".@repcleaver: “Both sides, Republicans and Democrats, went into the hearing saying, ‘the other side has a closed mi… https://t.co/aqf5rfYE9x",Sat Sep 29 14:38:40 +0000 2018,0.0,0.0,1.0,0.0,59
Fox News,Graham says McCain's anger at Kavanaugh hearing 'would have made me look like a choir boy' https://t.co/cRKfSPBbPY,Sat Sep 29 14:26:10 +0000 2018,-0.296,0.124,0.693,0.183,60
Fox News,"TOMORROW: @benshapiro breaks down the Kavanaugh accusations, the hearings and D.C. hypocrisy on the second edition… https://t.co/kJkVzzybcw",Sat Sep 29 14:13:00 +0000 2018,-0.3182,0.0,0.874,0.126,61
Fox News,.@GriffJenkins is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/Lqu82OcuQD,Sat Sep 29 14:10:11 +0000 2018,0.0,0.0,1.0,0.0,62
Fox News,Bride surprises groom with first look at his mother’s grave https://t.co/RNgniKBo89,Sat Sep 29 14:05:08 +0000 2018,-0.1779,0.141,0.667,0.193,63
Fox News,.@SteveDoocy and his new ‘The Happy Cookbook’ -- Want an instant happy place? Make a pot roast! https://t.co/Z1up344276,Sat Sep 29 14:02:17 +0000 2018,0.8398,0.391,0.609,0.0,64
Fox News,JUST IN: Two police officers dead following confrontation in Mississippi https://t.co/VYRX0Q1rmg,Sat Sep 29 13:50:27 +0000 2018,-0.765,0.0,0.577,0.423,65
Fox News,Shark in Bahamas tries eating fisherman's boat motor https://t.co/Suc975UA9b,Sat Sep 29 13:41:17 +0000 2018,0.0,0.0,1.0,0.0,66
Fox News,".@RepGoodlatte: “I issued a subpoena to the Justice Department, compelling them to issue the McCabe memos to the Co… https://t.co/WUYJaTUAwZ",Sat Sep 29 13:31:40 +0000 2018,0.6486,0.238,0.762,0.0,67
Fox News,".@RajShah45: “To reassure certain senators, the president has ordered this supplemental FBI probe.” https://t.co/akpqU5c3DU",Sat Sep 29 13:20:00 +0000 2018,0.5423,0.273,0.727,0.0,68
Fox News,".@RajShah45: “To reassure certain senators, the president has ordered this supplemental FBI probe.” https://t.co/AdMpCaO0bB",Sat Sep 29 13:16:41 +0000 2018,0.5423,0.273,0.727,0.0,69
Fox News,"Wanda Sykes' Trump jokes lead to heckling, walkouts https://t.co/2QiOEGpXMd",Sat Sep 29 13:15:00 +0000 2018,0.0772,0.187,0.654,0.159,70
Fox News,RT @foxnation: Word is spreading fast about Fox Nation! Watch our new national ad and be sure to sign up for updates: https://t.co/N6LRGAVR…,Sat Sep 29 13:03:54 +0000 2018,0.3802,0.105,0.895,0.0,71
Fox News,"Brandon Judd: “Of all people that should want to secure the border, it should be the Democrats because this is a ra… https://t.co/QDBnupEnrx",Sat Sep 29 12:54:43 +0000 2018,0.4019,0.156,0.844,0.0,72
Fox News,NBA legend Kobe Bryant seen helping drivers involved in car accident https://t.co/CIaC7n6J1g,Sat Sep 29 12:53:00 +0000 2018,-0.2263,0.144,0.654,0.203,73
Fox News,.@JessicaTarlov: “I’m happy that there will be an FBI investigation and I think that was the only responsible thing… https://t.co/yyppdDLCEh,Sat Sep 29 12:41:00 +0000 2018,0.7184,0.261,0.739,0.0,74
Fox News,"SUNDAY: Don't miss Kentucky Gov. @MattBevin on ""Life, Liberty and Levin"" hosted by @marklevinshow. Tune in at 11p E… https://t.co/j2GutFMnf4",Sat Sep 29 12:34:00 +0000 2018,0.5919,0.212,0.788,0.0,75
Fox News,The Miami Police Department just got the coolest cop car ever https://t.co/Y5DFlK2fqe,Sat Sep 29 12:31:44 +0000 2018,0.0,0.0,1.0,0.0,76
Fox News,"Snow leopard 'poses for selfies,' goes viral https://t.co/s0sS76Bjof",Sat Sep 29 12:12:09 +0000 2018,0.0,0.0,1.0,0.0,77
Fox News,The U.S. Navy Blue Angels perform a dynamic aerial maneuver during the 2018 Marine Corps Air Station Miramar Air Sh… https://t.co/TE0c6ihcLE,Sat Sep 29 11:58:20 +0000 2018,0.3818,0.12,0.88,0.0,78
Fox News,"Man finds Mississippi governor's wedding ring in 'old couch' decades after it went missing, gov says https://t.co/JaF2wOom5T",Sat Sep 29 11:43:10 +0000 2018,-0.296,0.0,0.879,0.121,79
Fox News,.@dbongino: “Jeff Flake has no spine.” https://t.co/eqzclyVtuP,Sat Sep 29 11:31:03 +0000 2018,-0.296,0.0,0.732,0.268,80
Fox News,"House Republicans vote to release Russia probe transcripts, plan subpoena for Fusion GPS co-founder https://t.co/wtP0ad8zmC",Sat Sep 29 11:26:07 +0000 2018,0.0,0.0,1.0,0.0,81
Fox News,OPINION: @newtgingrich: Is there even one Democrat decent enough or disgusted enough to end this Kavanaugh travesty? https://t.co/JsEk43UmAV,Sat Sep 29 11:19:54 +0000 2018,-0.7964,0.0,0.693,0.307,82
Fox News,Carrie Severino: “The great thing that happened yesterday is Judge Kavanaugh one step closer to confirmation to the… https://t.co/4Anq3V5IkM,Sat Sep 29 11:14:46 +0000 2018,0.6249,0.186,0.814,0.0,83
Fox News,'Last Man Standing' star Tim Allen says it's 'nobody's business' what he thinks about politics https://t.co/dslX7wNPS0,Sat Sep 29 11:03:47 +0000 2018,0.0,0.0,1.0,0.0,84
Fox News,Photo of Teens Standing for Anthem Outside Football Stadium Goes Viral https://t.co/EiyPTKKDUs,Sat Sep 29 10:49:09 +0000 2018,0.0,0.0,1.0,0.0,85
Fox News,Bar Association asks to delay Brett Kavanaugh vote until FBI investigates https://t.co/rrNC2BT4ye,Sat Sep 29 10:45:03 +0000 2018,-0.3182,0.0,0.827,0.173,86
Fox News,".@MichelleObama: “I am tired of the daily chaos, the pettiness, the meanness that too often dominates the political… https://t.co/eYZpi7WuCu",Sat Sep 29 10:40:12 +0000 2018,-0.7506,0.05,0.672,0.277,87
Fox News,"California governor signs bill to raise age requirement to 21 for purchase of rifles, shotguns https://t.co/Du85yvA99O",Sat Sep 29 10:34:02 +0000 2018,0.0,0.0,1.0,0.0,88
Fox News,"Marty Balin, who co-founded Jefferson Airplane, dies at 76 https://t.co/UIR3vzwHmb",Sat Sep 29 10:20:44 +0000 2018,0.0,0.0,1.0,0.0,89
Fox News,Democrats get judge's OK to argue President @realDonaldTrump violated Constitution over 'gifts' from foreign govern… https://t.co/rLT1C2t3OS,Sat Sep 29 10:05:00 +0000 2018,-0.4342,0.135,0.598,0.267,90
Fox News,"Mom of Meighan Cordie, who died after jumping from car, left holes in missing person report: prosecutor… https://t.co/RSR5HUMNf9",Sat Sep 29 09:58:00 +0000 2018,-0.7003,0.0,0.734,0.266,91
Fox News,Naval Aircrewman 2nd Class Tanner Brown aboard an MH-60S Sea Hawk helicopter during a vertical replenishment-at-sea… https://t.co/cfbRyiHjZQ,Sat Sep 29 09:51:00 +0000 2018,0.0258,0.068,0.932,0.0,92
Fox News,SEAL SLAP: A kayaker in New Zealand had a surprise visitor — who smacked him with an octopus. https://t.co/6rU7Cmc8lo,Sat Sep 29 09:44:00 +0000 2018,0.5319,0.24,0.76,0.0,93
Fox News,Man accused of slugging 90-year-old woman is released from jail due to overcrowding https://t.co/P88fpUmgMj,Sat Sep 29 09:37:00 +0000 2018,-0.296,0.0,0.855,0.145,94
Fox News,".@ChrisStirewalt on Kavanaugh investigation: ""[GOP] are left again with the chance, something they hoped for from t… https://t.co/P7BTAlyPjs",Sat Sep 29 09:30:00 +0000 2018,0.5574,0.223,0.777,0.0,95
Fox News,.@LisaMarieBoothe weighed in on #TheStory Friday on the Democrats’ handling of allegations against Judge Brett Kava… https://t.co/iEMmdlbBwi,Sat Sep 29 09:23:00 +0000 2018,0.0,0.0,1.0,0.0,96
Fox News,".@LindseyGrahamSC on Kavanaugh nomination: ""Hopefully in the next few days the @FBI will answer questions that ling… https://t.co/m26bEriYVa",Sat Sep 29 09:16:00 +0000 2018,0.4019,0.137,0.863,0.0,97
Fox News,".@billmaher attacks @LindseyGrahamSC for defending Kavanaugh, says senator needs 'his dead boyfriend' John McCain https://t.co/tz8fI2bvsf",Sat Sep 29 09:09:00 +0000 2018,-0.802,0.0,0.644,0.356,98
Fox News,"After watching hearing, woman accuses Washington state lawmaker of raping her in 2007 https://t.co/YpF8s4wZTE",Sat Sep 29 09:02:00 +0000 2018,-0.802,0.0,0.625,0.375,99
Fox News,"Free beer event for 'Trump supporters' backfires as Atlanta, UK breweries deny involvement https://t.co/5bMdWYrDYP",Sat Sep 29 08:55:00 +0000 2018,0.5859,0.316,0.561,0.122,100
The New York Times,"As others fled amid a 7.5 magnitude earthquake, the last act of an air traffic controller in Palu, Indonesia was to… https://t.co/krLnJkGH9P",Sat Sep 29 22:10:07 +0000 2018,0.0,0.0,1.0,0.0,1
The New York Times,Breaking News: Elon Musk will step down as Tesla's chairman for 3 years and pay a $20 million fine in an S.E.C. set… https://t.co/BqwBhxl4xT,Sat Sep 29 21:58:37 +0000 2018,0.1027,0.078,0.862,0.06,2
